0.17	3.56E+04
0.33	1.51E+05
0.50	3.28E+05
0.67	5.52E+05
0.83	8.09E+05
1.00	1.09E+06
1.33	1.56E+06
1.67	1.83E+06
2.00	1.98E+06
2.33	2.07E+06
2.67	2.12E+06
3.00	2.16E+06
4.00	2.21E+06
5.00	2.23E+06
6.00	2.25E+06
7.00	2.27E+06
8.00	2.28E+06
9.00	2.29E+06
10.00	2.29E+06
15.00	2.30E+06
20.00	2.29E+06
30.00	2.23E+06
40.00	2.15E+06
50.00	2.07E+06
60.00	1.99E+06
70.00	1.91E+06
80.00	1.84E+06
90.00	1.77E+06
100.00	1.70E+06
120.00	1.58E+06
140.00	1.46E+06
170.00	1.30E+06
